name,category,ingredients,ingredients_str,label,no_numbers_units,processed_ingredients
Tuna and Egg Briks,Seafood,"['2 tbs Olive Oil', '8 Spring Onions', '200g Spinach', '4 Filo Pastry', '1 can Tuna', '2 Eggs', 'Dash Hotsauce', '4 Chopped Tomatoes', '1/4 Cucumber', '1 tbs Lemon Juice', '4 tbs Apricot Jam']",2 tbs Olive Oil | 8 Spring Onions | 200g Spinach | 4 Filo Pastry | 1 can Tuna | 2 Eggs | Dash Hotsauce | 4 Chopped Tomatoes | 1/4 Cucumber | 1 tbs Lemon Juice | 4 tbs Apricot Jam,Non-Meat, olive oil |  spring onions |  spinach |  filo pastry |  can tuna |  eggs | dash hotsauce |  tomatoes | / cucumber |  lemon juice |  apricot jam,oliv oil spring onion spinach filo pastri tuna egg dash hotsauc tomato cucumb lemon juic apricot jam
Tuna Nicoise,Seafood,"['450g Potatoes', '2 tblsp Olive Oil', '4 Eggs', '1 tbls Red Wine Vinegar', '2 tblsp Capers', '50g Sunflower Oil', '½ Red Onions', '100g Spinach', '400g Tuna']",450g Potatoes | 2 tblsp Olive Oil | 4 Eggs | 1 tbls Red Wine Vinegar | 2 tblsp Capers | 50g Sunflower Oil | ½ Red Onions | 100g Spinach | 400g Tuna,Non-Meat, potatoes |  olive oil |  eggs |  tbls red wine vinegar |  capers |  sunflower oil | ½ red onions |  spinach |  tuna,potato oliv oil egg tbl red wine vinegar caper sunflow oil ½ red onion spinach tuna
Blini Pancakes,Side,"['1/2 cup Buckwheat', '2/3 Cup Flour', '1/2 tsp Salt', '1 tsp Yeast', '1 cup Milk', '2 tbs Butter', '1 Seperated Egg']",1/2 cup Buckwheat | 2/3 Cup Flour | 1/2 tsp Salt | 1 tsp Yeast | 1 cup Milk | 2 tbs Butter | 1 Seperated Egg,Non-Meat, buckwheat |  flour |  salt |  yeast |  milk |  butter |  seperated egg,buckwheat flour salt yeast milk butter seper egg
Boulangère Potatoes,Side,"['2 finely chopped Onions', 'sprigs of fresh Thyme', '2 tbs Olive Oil', '1.5kg Potatoes', '425g Vegetable Stock']",2 finely chopped Onions | sprigs of fresh Thyme | 2 tbs Olive Oil | 1.5kg Potatoes | 425g Vegetable Stock,Non-Meat, finely chopped onions | sprigs of fresh thyme |  olive oil | . potatoes |  vegetable stock,fine chop onion sprig fresh thyme oliv oil potato veget stock
Brie wrapped in prosciutto & brioche,Side,"['375g Plain Flour', '50g Caster Sugar', '7g Yeast', '75g Milk', '3 Large Eggs', 'To Glaze Eggs', '180g Butter', '250g Brie', '8 slices Prosciutto']",375g Plain Flour | 50g Caster Sugar | 7g Yeast | 75g Milk | 3 Large Eggs | To Glaze Eggs | 180g Butter | 250g Brie | 8 slices Prosciutto,Non-Meat, plain flour |  caster sugar |  yeast |  milk |  large eggs | to glaze eggs |  butter |  brie |  prosciutto,plain flour caster sugar yeast milk larg egg glaze egg butter brie prosciutto
Burek,Side,"['1 Packet Filo Pastry', '150g Minced Beef', '150g Onion', '40g Oil', 'Dash Salt', 'Dash Pepper']",1 Packet Filo Pastry | 150g Minced Beef | 150g Onion | 40g Oil | Dash Salt | Dash Pepper,Meat, packet filo pastry |  minced beef |  onion |  oil | dash salt | dash pepper,packet filo pastri minc beef onion oil dash salt dash pepper
Corba,Side,"['1 cup Lentils', '1 large Onion', '1 large Carrots', '1 tbs Tomato Puree', '2 tsp Cumin', '1 tsp Paprika', '1/2 tsp Mint', '1/2 tsp Thyme', '1/4 tsp Black Pepper', '1/4 tsp Red Pepper Flakes', '4 cups Vegetable Stock', '1 cup Water', 'Pinch Sea Salt']",1 cup Lentils | 1 large Onion | 1 large Carrots | 1 tbs Tomato Puree | 2 tsp Cumin | 1 tsp Paprika | 1/2 tsp Mint | 1/2 tsp Thyme | 1/4 tsp Black Pepper | 1/4 tsp Red Pepper Flakes | 4 cups Vegetable Stock | 1 cup Water | Pinch Sea Salt,Non-Meat, lentils |  large onion |  large carrots |  tomato puree |  cumin |  paprika |  mint |  thyme |  black pepper |  red pepper flakes |  vegetable stock |  water | pinch sea salt,lentil larg onion larg carrot tomato pure cumin paprika mint thyme black pepper red pepper flake veget stock water pinch sea salt
Fennel Dauphinoise,Side,"['225g Potatoes', '1 small Fennel', '1 clove finely chopped Garlic', '75 ml Milk', '100ml Double Cream', 'For Greasing Butter', 'to serve Parmesan Cheese']",225g Potatoes | 1 small Fennel | 1 clove finely chopped Garlic | 75 ml Milk | 100ml Double Cream | For Greasing Butter | to serve Parmesan Cheese,Non-Meat, potatoes |  small fennel |  clove finely chopped garlic |  milk |  double cream | for greasing butter | to serve parmesan cheese,potato small fennel clove fine chop garlic milk doubl cream greas butter serv parmesan chees
Feteer Meshaltet,Side,"['4 cups Flour', '1 1/2 cups Water', '1/4 tsp Salt', '1 cup Unsalted Butter', '1/4 cup Olive Oil']",4 cups Flour | 1 1/2 cups Water | 1/4 tsp Salt | 1 cup Unsalted Butter | 1/4 cup Olive Oil,Non-Meat, flour |   water |  salt |  unsalted butter |  olive oil,flour water salt unsalt butter oliv oil
French Onion Soup,Side,"['50g Butter', '1 tbs Olive Oil', '1 kg Onion', '1 tsp Sugar', '4 sliced Garlic Clove', '2 tbs Plain Flour', '250ml Dry White Wine', '1L Beef Stock', '4 sliced Bread', '140g Gruyère']",50g Butter | 1 tbs Olive Oil | 1 kg Onion | 1 tsp Sugar | 4 sliced Garlic Clove | 2 tbs Plain Flour | 250ml Dry White Wine | 1L Beef Stock | 4 sliced Bread | 140g Gruyère,Meat, butter |  olive oil |  onion |  sugar |  sliced garlic clove |  plain flour |  dry white wine | 1l beef stock |  sliced bread |  gruyère,butter oliv oil onion sugar slice garlic clove plain flour dri white wine 1l beef stock slice bread gruyèr
Fresh sardines,Side,"['500g Sardines', 'Dash Vegetable Oil', 'To Glaze Flour', 'Dash Salt']",500g Sardines | Dash Vegetable Oil | To Glaze Flour | Dash Salt,Non-Meat, sardines | dash vegetable oil | to glaze flour | dash salt,sardin dash veget oil glaze flour dash salt
Japanese gohan rice,Side,"['300g Sushi Rice', '1 tbs Mirin', 'Garnish Pickle Juice', 'Garnish Spring Onions']",300g Sushi Rice | 1 tbs Mirin | Garnish Pickle Juice | Garnish Spring Onions,Non-Meat, sushi rice |  mirin | garnish pickle juice | garnish spring onions,sushi rice mirin garnish pickl juic garnish spring onion
Kumpir,Side,"['2 large Potatoes', '2 tbs Butter', '150g Cheese', '1 large Onion', '1 large Red Pepper', 'Pinch Red Chilli Flakes']",2 large Potatoes | 2 tbs Butter | 150g Cheese | 1 large Onion | 1 large Red Pepper | Pinch Red Chilli Flakes,Non-Meat, large potatoes |  butter |  cheese |  large onion |  large red pepper | pinch red chilli flakes,larg potato butter chees larg onion larg red pepper pinch red chilli flake
Mushroom soup with buckwheat,Side,"['150g Mushrooms', '50g Buckwheat', '4 tbs Vegetable Oil', '40g Onion', '2 cloves Garlic', '1 Bay Leaf', '1tbsp Vegetable Stock Cube', '50 ml Sour Cream', 'Dash White Wine Vinegar', 'Top Parsley']",150g Mushrooms | 50g Buckwheat | 4 tbs Vegetable Oil | 40g Onion | 2 cloves Garlic | 1 Bay Leaf | 1tbsp Vegetable Stock Cube | 50 ml Sour Cream | Dash White Wine Vinegar | Top Parsley,Non-Meat, mushrooms |  buckwheat |  vegetable oil |  onion |  cloves garlic |  bay leaf |  vegetable stock cube |  sour cream | dash white wine vinegar | top parsley,mushroom buckwheat veget oil onion clove garlic bay leaf veget stock cube sour cream dash white wine vinegar top parsley
Mustard champ,Side,"['1kg Potatoes', '200ml Milk', '50g Butter', '2 tbs Mustard', 'Bunch Spring Onions', 'Bunch Spring Onions']",1kg Potatoes | 200ml Milk | 50g Butter | 2 tbs Mustard | Bunch Spring Onions | Bunch Spring Onions,Non-Meat, potatoes |  milk |  butter |  mustard | bunch spring onions | bunch spring onions,potato milk butter mustard bunch spring onion bunch spring onion
Pierogi (Polish Dumplings),Side,"['2 tbs Butter', '1/3 cup Chopped Onion', '1 1/2 cups Sauerkraut', '3 tbs Butter', '1/2 cup Chopped Onion', '2 cups Potatoes', '3 Eggs', '1 pot Sour Cream', '3 cups Flour', '1/4 tsp Salt', '1 tbs Baking Powder']",2 tbs Butter | 1/3 cup Chopped Onion | 1 1/2 cups Sauerkraut | 3 tbs Butter | 1/2 cup Chopped Onion | 2 cups Potatoes | 3 Eggs | 1 pot Sour Cream | 3 cups Flour | 1/4 tsp Salt | 1 tbs Baking Powder,Non-Meat, butter |  chopped onion |   sauerkraut |  butter |  chopped onion |  potatoes |  eggs |  pot sour cream |  flour |  salt |  baking powder,butter chop onion sauerkraut butter chop onion potato egg pot sour cream flour salt bake powder
Prawn & Fennel Bisque,Side,"['450g Tiger Prawns', '4 tbs Olive Oil', '1 large Onion', '1 large Fennel', '2 chopped Carrots', '150ml Dry White Wine', '1 tbs Brandy', '400g Chopped Tomatoes', '1L Fish Stock', '2 pinches Paprika', '150ml Double Cream', '8 Prawns']",450g Tiger Prawns | 4 tbs Olive Oil | 1 large Onion | 1 large Fennel | 2 chopped Carrots | 150ml Dry White Wine | 1 tbs Brandy | 400g Chopped Tomatoes | 1L Fish Stock | 2 pinches Paprika | 150ml Double Cream | 8 Prawns,Non-Meat, tiger prawns |  olive oil |  large onion |  large fennel |  carrots |  dry white wine |  brandy |  chopped tomatoes | 1l fish stock |  pinches paprika |  double cream |  prawns,tiger prawn oliv oil larg onion larg fennel carrot dri white wine brandi chop tomato 1l fish stock pinch paprika doubl cream prawn
Snert (Dutch Split Pea Soup),Side,"['2L Water', '300g Peas', '100g Pork', '1 Vegetable Stock Cube', '2 Celery', '2 Carrots', '1 large Potatoes', '1 small Onion', '1 small Leek', '1 cup Celeriac', '1 pound Sausages']",2L Water | 300g Peas | 100g Pork | 1 Vegetable Stock Cube | 2 Celery | 2 Carrots | 1 large Potatoes | 1 small Onion | 1 small Leek | 1 cup Celeriac | 1 pound Sausages,Meat,2l water |  peas |  pork |  vegetable stock cube |  celery |  carrots |  large potatoes |  small onion |  small leek |  celeriac |  sausages,2l water pea pork veget stock cube celeri carrot larg potato small onion small leek celeriac sausag
Split Pea Soup,Side,"['1kg Ham', '200g (soaked overnight) Peas', '2 chopped Onions', '2 chopped Carrots', '2 Bay Leaves', '1 chopped Celery', '300g Frozen Peas', 'to serve Bread']",1kg Ham | 200g (soaked overnight) Peas | 2 chopped Onions | 2 chopped Carrots | 2 Bay Leaves | 1 chopped Celery | 300g Frozen Peas | to serve Bread,Non-Meat, ham |  (soaked overnight) peas |  onions |  carrots |  bay leaves |  celery |  frozen peas | to serve bread,ham soak overnight pea onion carrot bay leav celeri frozen pea serv bread
Broccoli & Stilton soup,Starter,"['2 tblsp Rapeseed Oil', '1 finely chopped Onion', '1 Celery', '1 sliced Leek', '1 medium Potatoes', '1 knob Butter', '1 litre hot Vegetable Stock', '1 Head chopped Broccoli', '140g Stilton Cheese']",2 tblsp Rapeseed Oil | 1 finely chopped Onion | 1 Celery | 1 sliced Leek | 1 medium Potatoes | 1 knob Butter | 1 litre hot Vegetable Stock | 1 Head chopped Broccoli | 140g Stilton Cheese,Non-Meat, rapeseed oil |  finely chopped onion |  celery |  sliced leek |  medium potatoes |  knob butter |  hot vegetable stock |  head chopped broccoli |  stilton cheese,rapese oil fine chop onion celeri slice leek medium potato knob butter hot veget stock head chop broccoli stilton chees
Clam chowder,Starter,"['1½ kg Clams', '50g Butter', '150g Bacon', '1 finely chopped Onion', 'sprigs of fresh Thyme', '1 Bay Leaf', '1 tbls Plain Flour', '150ml Milk', '150ml Double Cream', '2 medium Potatoes', 'Chopped Parsley']",1½ kg Clams | 50g Butter | 150g Bacon | 1 finely chopped Onion | sprigs of fresh Thyme | 1 Bay Leaf | 1 tbls Plain Flour | 150ml Milk | 150ml Double Cream | 2 medium Potatoes | Chopped Parsley,Non-Meat,1½ kg clams |  butter |  bacon |  finely chopped onion | sprigs of fresh thyme |  bay leaf |  tbls plain flour |  milk |  double cream |  medium potatoes | chopped parsley,1½ kg clam butter bacon fine chop onion sprig fresh thyme bay leaf tbl plain flour milk doubl cream medium potato chop parsley
Cream Cheese Tart,Starter,"['250g Flour', '125g Butter', '1 Egg', 'Pinch Salt', '300g Cheese', '100ml milk Milk', '3 Eggs', '100g Parmesan Cheese', '350g Plum tomatoes', '3tbsp White Vinegar', '1 tbsp Honey', 'Topping Basil']",250g Flour | 125g Butter | 1 Egg | Pinch Salt | 300g Cheese | 100ml milk Milk | 3 Eggs | 100g Parmesan Cheese | 350g Plum tomatoes | 3tbsp White Vinegar | 1 tbsp Honey | Topping Basil,Non-Meat, flour |  butter |  egg | pinch salt |  cheese |  milk milk |  eggs |  parmesan cheese |  plum tomatoes |  white vinegar |  honey | topping basil,flour butter egg pinch salt chees milk milk egg parmesan chees plum tomato white vinegar honey top basil
Creamy Tomato Soup,Starter,"['3 tbsp Olive Oil', '2 chopped Onions', '2 sticks Celery', '300g Carrots', '500g Potatoes', '4 Bay Leaf', '5 tblsp Tomato Puree', '2 tblsp Sugar', '2 tblsp White Vinegar', '1½ kg Chopped Tomatoes', '500g Passata', '3 Vegetable Stock Cube', '400ml Whole Milk']",3 tbsp Olive Oil | 2 chopped Onions | 2 sticks Celery | 300g Carrots | 500g Potatoes | 4 Bay Leaf | 5 tblsp Tomato Puree | 2 tblsp Sugar | 2 tblsp White Vinegar | 1½ kg Chopped Tomatoes | 500g Passata | 3 Vegetable Stock Cube | 400ml Whole Milk,Non-Meat, olive oil |  onions |  sticks celery |  carrots |  potatoes |  bay leaf |  tomato puree |  sugar |  white vinegar | 1½ kg chopped tomatoes |  passata |  vegetable stock cube |  whole milk,oliv oil onion stick celeri carrot potato bay leaf tomato pure sugar white vinegar 1½ kg chop tomato passata veget stock cube whole milk
Roast fennel and aubergine paella,Vegan,"['6 small Baby Aubergine', '4 small Fennel', '1 thinly sliced Red Pepper', '1 medium Courgettes', '1 finely chopped Onion', '300g Paella Rice', '1 tsp Paprika', 'pinch Saffron', '200ml White Wine', '700ml Vegetable Stock', '100g Frozen Peas', '1 chopped Lemon', 'Handful Parsley', 'pinch Salt', 'pinch Black Pepper']",6 small Baby Aubergine | 4 small Fennel | 1 thinly sliced Red Pepper | 1 medium Courgettes | 1 finely chopped Onion | 300g Paella Rice | 1 tsp Paprika | pinch Saffron | 200ml White Wine | 700ml Vegetable Stock | 100g Frozen Peas | 1 chopped Lemon | Handful Parsley | pinch Salt | pinch Black Pepper,Non-Meat, small baby aubergine |  small fennel |  thinly sliced red pepper |  medium courgettes |  finely chopped onion |  paella rice |  paprika | pinch saffron |  white wine |  vegetable stock |  frozen peas |  lemon | handful parsley | pinch salt | pinch black pepper,small babi aubergin small fennel thinli slice red pepper medium courgett fine chop onion paella rice paprika pinch saffron white wine veget stock frozen pea lemon hand parsley pinch salt pinch black pepper
Vegan Chocolate Cake,Vegan,"['1 1/4 cup self raising flour', '1/2 cup coco sugar', '1/3 cup raw cacao', '1 tsp baking powder', '2 flax eggs', '1/2 cup almond milk', '1 tsp vanilla', '1/2 cup boiling water']",1 1/4 cup self raising flour | 1/2 cup coco sugar | 1/3 cup raw cacao | 1 tsp baking powder | 2 flax eggs | 1/2 cup almond milk | 1 tsp vanilla | 1/2 cup boiling water,Non-Meat,  self raising flour |  coco sugar |  raw cacao |  baking powder |  flax eggs |  almond milk |  vanilla |  boiling water,self rais flour coco sugar raw cacao bake powder flax egg almond milk vanilla boil water
Vegan Lasagna,Vegan,"['1 cups green red lentils', '1 carrot', '1 onion', '1 small zucchini', 'sprinking coriander', '150g spinach', '10 lasagne sheets', '35g vegan butter', '4 tablespoons flour', '300ml soya milk', '1.5 teaspoons mustard', '1 teaspoon vinegar']",1 cups green red lentils | 1 carrot | 1 onion | 1 small zucchini | sprinking coriander | 150g spinach | 10 lasagne sheets | 35g vegan butter | 4 tablespoons flour | 300ml soya milk | 1.5 teaspoons mustard | 1 teaspoon vinegar,Non-Meat, green red lentils |  carrot |  onion |  small zucchini | sprinking coriander |  spinach |  lasagne sheets |  vegan butter |  flour |  soya milk | . mustard |  vinegar,green red lentil carrot onion small zucchini sprink coriand spinach lasagn sheet vegan butter flour soya milk mustard vinegar
Baingan Bharta,Vegetarian,"['1 large Aubergine', '½ cup Onion', '1 cup Tomatoes', '6 cloves Garlic', '1 Green Chilli', '¼ teaspoon Red Chilli Powder', '1.5 tablespoon Oil', '1 tablespoon chopped Coriander Leaves', 'as required salt']",1 large Aubergine | ½ cup Onion | 1 cup Tomatoes | 6 cloves Garlic | 1 Green Chilli | ¼ teaspoon Red Chilli Powder | 1.5 tablespoon Oil | 1 tablespoon chopped Coriander Leaves | as required salt,Non-Meat, large aubergine |  onion |  tomatoes |  cloves garlic |  green chilli | ¼ teaspoon red chilli powder | . oil |  chopped coriander leaves | as required salt,larg aubergin onion tomato clove garlic green chilli ¼ teaspoon red chilli powder oil chop coriand leav requir salt
Beetroot Soup (Borscht),Vegetarian,"['3 Beetroot', '4 tbs Olive Oil', '1 Chicken Stock Cube', '6 cups Water', '3 Potatoes', '1 can Cannellini Beans', 'Garnish Dill']",3 Beetroot | 4 tbs Olive Oil | 1 Chicken Stock Cube | 6 cups Water | 3 Potatoes | 1 can Cannellini Beans | Garnish Dill,Meat, beetroot |  olive oil |  chicken stock cube |  water |  potatoes |  can cannellini beans | garnish dill,beetroot oliv oil chicken stock cube water potato cannellini bean garnish dill
Cabbage Soup (Shchi),Vegetarian,"['3 tbs Unsalted Butter', '1 large Onion', '1 medium Cabbage', '1 Carrots', '1 Celery', '1 Bay Leaf', '8 cups Vegetable Stock', '2 large Potatoes', '2 large Tomatoes', 'Garnish Sour Cream', 'Garnish Dill']",3 tbs Unsalted Butter | 1 large Onion | 1 medium Cabbage | 1 Carrots | 1 Celery | 1 Bay Leaf | 8 cups Vegetable Stock | 2 large Potatoes | 2 large Tomatoes | Garnish Sour Cream | Garnish Dill,Non-Meat, unsalted butter |  large onion |  medium cabbage |  carrots |  celery |  bay leaf |  vegetable stock |  large potatoes |  large tomatoes | garnish sour cream | garnish dill,unsalt butter larg onion medium cabbag carrot celeri bay leaf veget stock larg potato larg tomato garnish sour cream garnish dill
Chickpea Fajitas,Vegetarian,"['400g Chickpeas', '1 tblsp Olive Oil', 'pinch Paprika', '2 small cut chunks Tomatoes', '1 finely sliced Red Onions', '2 tsp Red Wine Vinegar', '1 Avocado', 'Juice of 1 Lime', 'Chopped Lime', '100g Sour Cream', '2 tsp Harissa Spice', '4 Corn Tortillas', 'to serve Coriander']",400g Chickpeas | 1 tblsp Olive Oil | pinch Paprika | 2 small cut chunks Tomatoes | 1 finely sliced Red Onions | 2 tsp Red Wine Vinegar | 1 Avocado | Juice of 1 Lime | Chopped Lime | 100g Sour Cream | 2 tsp Harissa Spice | 4 Corn Tortillas | to serve Coriander,Non-Meat, chickpeas |  olive oil | pinch paprika |  small cut chunks tomatoes |  finely sliced red onions |  red wine vinegar |  avocado | juice of  lime | chopped lime |  sour cream |  harissa spice |  corn tortillas | to serve coriander,chickpea oliv oil pinch paprika small cut chunk tomato fine slice red onion red wine vinegar avocado juic lime chop lime sour cream harissa spice corn tortilla serv coriand
Crispy Eggplant,Vegetarian,"['1 large Egg Plants', '1 cup Breadcrumbs', '50g Sesame Seed', '2 Eggs', 'To taste Salt', 'To taste Pepper', 'For frying Vegetable Oil']",1 large Egg Plants | 1 cup Breadcrumbs | 50g Sesame Seed | 2 Eggs | To taste Salt | To taste Pepper | For frying Vegetable Oil,Non-Meat, large egg plants |  breadcrumbs |  sesame seed |  eggs | to taste salt | to taste pepper | for frying vegetable oil,larg egg plant breadcrumb sesam seed egg tast salt tast pepper fri veget oil
Dal fry,Vegetarian,"['1 cup Toor dal', '2-1/2 cups Water', '1 tsp Salt', '1/4 tsp Turmeric', '3 tbs Ghee', '1 cup Chopped tomatoes', '1/2 tsp Cumin seeds', '1/2 tsp Mustard Seeds', '2 Bay Leaf', '1 tbs chopped Green Chili', '2 tsp shredded Ginger', '2 tbs Cilantro', '1/2 tsp Red Pepper', '1/2 tsp Salt', '1 tsp Sugar', '1/4 tsp Garam Masala']",1 cup Toor dal | 2-1/2 cups Water | 1 tsp Salt | 1/4 tsp Turmeric | 3 tbs Ghee | 1 cup Chopped tomatoes | 1/2 tsp Cumin seeds | 1/2 tsp Mustard Seeds | 2 Bay Leaf | 1 tbs chopped Green Chili | 2 tsp shredded Ginger | 2 tbs Cilantro | 1/2 tsp Red Pepper | 1/2 tsp Salt | 1 tsp Sugar | 1/4 tsp Garam Masala,Non-Meat, toor dal | - water |  salt |  turmeric |  ghee |  chopped tomatoes |  cumin seeds |  mustard seeds |  bay leaf |  chopped green chili |  shredded ginger |  cilantro |  red pepper |  salt |  sugar |  garam masala,toor dal water salt turmer ghee chop tomato cumin seed mustard seed bay leaf chop green chili shred ginger cilantro red pepper salt sugar garam masala
Egg Drop Soup,Vegetarian,"['3 cups Chicken Stock', '1/4 tsp Salt', '1/4 tsp Sugar', 'pinch Pepper', '1 tsp Sesame Seed Oil', '1/3 cup Peas', '1/3 cup Mushrooms', '1 tbs Cornstarch', '2 tbs Water', '1/4 cup Spring Onions']",3 cups Chicken Stock | 1/4 tsp Salt | 1/4 tsp Sugar | pinch Pepper | 1 tsp Sesame Seed Oil | 1/3 cup Peas | 1/3 cup Mushrooms | 1 tbs Cornstarch | 2 tbs Water | 1/4 cup Spring Onions,Meat, chicken stock |  salt |  sugar | pinch pepper |  sesame seed oil |  peas |  mushrooms |  cornstarch |  water |  spring onions,chicken stock salt sugar pinch pepper sesam seed oil pea mushroom cornstarch water spring onion
Eggplant Adobo,Vegetarian,"['1 lb Egg Plants', '2 tbs Sugar', '1 tsp Salt', '1 tsp Pepper', '1 whole Garlic', '3 tbs Olive Oil', '4 oz Ground Pork', '3 tbs Rice Vinegar', '2 tbs Soy Sauce', '2 Bay Leaf']",1 lb Egg Plants | 2 tbs Sugar | 1 tsp Salt | 1 tsp Pepper | 1 whole Garlic | 3 tbs Olive Oil | 4 oz Ground Pork | 3 tbs Rice Vinegar | 2 tbs Soy Sauce | 2 Bay Leaf,Meat, egg plants |  sugar |  salt |  pepper |  whole garlic |  olive oil |  ground pork |  rice vinegar |  soy sauce |  bay leaf,egg plant sugar salt pepper whole garlic oliv oil ground pork rice vinegar soy sauc bay leaf
Flamiche,Vegetarian,"['75g Butter', '1kg Leek', '½ tsp Salt', '300ml Creme Fraiche', '1 Egg', '3 Egg Yolks', '¼ teaspoon Nutmeg', '225g Plain Flour', '½ tsp Salt', '60g Butter', '60g Lard', '50g Cheddar Cheese', '2 tbs Water']",75g Butter | 1kg Leek | ½ tsp Salt | 300ml Creme Fraiche | 1 Egg | 3 Egg Yolks | ¼ teaspoon Nutmeg | 225g Plain Flour | ½ tsp Salt | 60g Butter | 60g Lard | 50g Cheddar Cheese | 2 tbs Water,Non-Meat, butter |  leek |  salt |  creme fraiche |  egg |  egg yolks | ¼ teaspoon nutmeg |  plain flour |  salt |  butter |  lard |  cheddar cheese |  water,butter leek salt creme fraich egg egg yolk ¼ teaspoon nutmeg plain flour salt butter lard cheddar chees water
Ful Medames,Vegetarian,"['2 cups Broad Beans', '1/3 cup Parsley', 'Dash Olive Oil', '3 Lemons', '4 Garlic Clove', 'Sprinking Cumin']",2 cups Broad Beans | 1/3 cup Parsley | Dash Olive Oil | 3 Lemons | 4 Garlic Clove | Sprinking Cumin,Non-Meat, broad beans |  parsley | dash olive oil |  lemons |  garlic clove | sprinking cumin,broad bean parsley dash oliv oil lemon garlic clove sprink cumin
Gigantes Plaki,Vegetarian,"['400g Butter Beans', '3 tbs Olive Oil', '1 chopped Onion', '2 chopped Garlic Clove', '2 tbs Tomato Puree', '800g Tomatoes', '1 tbs Sugar', '1 tbs Dried Oregano', 'Pinch Cinnamon', '2 tbs Chopped Parsley']",400g Butter Beans | 3 tbs Olive Oil | 1 chopped Onion | 2 chopped Garlic Clove | 2 tbs Tomato Puree | 800g Tomatoes | 1 tbs Sugar | 1 tbs Dried Oregano | Pinch Cinnamon | 2 tbs Chopped Parsley,Non-Meat, butter beans |  olive oil |  onion |  garlic clove |  tomato puree |  tomatoes |  sugar |  dried oregano | pinch cinnamon |  chopped parsley,butter bean oliv oil onion garlic clove tomato pure tomato sugar dri oregano pinch cinnamon chop parsley
Grilled eggplant with coconut milk,Vegetarian,"['6 Egg Plants', '1 can Coconut Milk', '1 tbs Lemon Juice', '1 tsp Salt', 'To taste Red Pepper Flakes', '4 Sticks Onions']",6 Egg Plants | 1 can Coconut Milk | 1 tbs Lemon Juice | 1 tsp Salt | To taste Red Pepper Flakes | 4 Sticks Onions,Non-Meat, egg plants |  can coconut milk |  lemon juice |  salt | to taste red pepper flakes |  sticks onions,egg plant coconut milk lemon juic salt tast red pepper flake stick onion
Kafteji,Vegetarian,"['5 Large Potatoes', '2 tbs Olive Oil', '1 Green Pepper', '5 Onions', '1 tbs Ras el hanout', '500g Pumpkin', '24 Skinned Eggs', 'Pinch Salt', 'Pinch Pepper']",5 Large Potatoes | 2 tbs Olive Oil | 1 Green Pepper | 5 Onions | 1 tbs Ras el hanout | 500g Pumpkin | 24 Skinned Eggs | Pinch Salt | Pinch Pepper,Non-Meat, large potatoes |  olive oil |  green pepper |  onions |  ras el hanout |  pumpkin |  skinned eggs | pinch salt | pinch pepper,larg potato oliv oil green pepper onion ra el hanout pumpkin skin egg pinch salt pinch pepper
Kidney Bean Curry,Vegetarian,"['1 tbls Vegetable Oil', '1 finely chopped Onion', '2 cloves chopped Garlic', '1 part Ginger', '1 Packet Coriander', '1 tsp Cumin', '1 tsp Paprika', '2 tsp Garam Masala', '400g Chopped Tomatoes', '400g Kidney Beans', 'to serve Basmati Rice']",1 tbls Vegetable Oil | 1 finely chopped Onion | 2 cloves chopped Garlic | 1 part Ginger | 1 Packet Coriander | 1 tsp Cumin | 1 tsp Paprika | 2 tsp Garam Masala | 400g Chopped Tomatoes | 400g Kidney Beans | to serve Basmati Rice,Non-Meat, tbls vegetable oil |  finely chopped onion |  cloves chopped garlic |  part ginger |  packet coriander |  cumin |  paprika |  garam masala |  chopped tomatoes |  kidney beans | to serve basmati rice,tbl veget oil fine chop onion clove chop garlic part ginger packet coriand cumin paprika garam masala chop tomato kidney bean serv basmati rice
Koshari,Vegetarian,"['1 1/2 cups Brown Lentils', '1 1/2 cups Rice', '1/2 tsp Coriander', '2 cups Macaroni', 'Can Chickpeas', '1 large Onion', 'Sprinking Salt', '1/2 cup Vegetable Oil']",1 1/2 cups Brown Lentils | 1 1/2 cups Rice | 1/2 tsp Coriander | 2 cups Macaroni | Can Chickpeas | 1 large Onion | Sprinking Salt | 1/2 cup Vegetable Oil,Non-Meat,  brown lentils |   rice |  coriander |  macaroni | can chickpeas |  large onion | sprinking salt |  vegetable oil,brown lentil rice coriand macaroni chickpea larg onion sprink salt veget oil
Leblebi Soup,Vegetarian,"['2 tbs Olive Oil', '1 medium finely diced Onion', '250g Chickpeas', '1.5L Vegetable Stock', '1 tsp Cumin', '5 cloves Garlic', '1/2 tsp Salt', '1 tsp Harissa Spice', 'Pinch Pepper', '1/2 Lime']",2 tbs Olive Oil | 1 medium finely diced Onion | 250g Chickpeas | 1.5L Vegetable Stock | 1 tsp Cumin | 5 cloves Garlic | 1/2 tsp Salt | 1 tsp Harissa Spice | Pinch Pepper | 1/2 Lime,Non-Meat, olive oil |  medium finely diced onion |  chickpeas | .5l vegetable stock |  cumin |  cloves garlic |  salt |  harissa spice | pinch pepper | / lime,oliv oil medium fine dice onion chickpea 5l veget stock cumin clove garlic salt harissa spice pinch pepper lime
